GridID,NR,SR,TP,ER
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,3,3,0,0.038663781
5,1,1,1,0.333333333
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,5,4,0,0.049121007
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,14,10,0,0.221147842
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,1,1,0,0.01369863
26,8,7,0,0.19205339
27,3,3,0,0.070496894
28,10,10,0,0.13293852
29,1,1,0,0.010204082
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,0,0,0,0
34,0,0,0,0
35,0,0,0,0
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
39,4,4,0,0.049634836
40,0,0,0,0
41,0,0,0,0
42,1,1,0,0.007936508
43,0,0,0,0
44,0,0,0,0
45,0,0,0,0
46,0,0,0,0
47,0,0,0,0
48,0,0,0,0
49,0,0,0,0
50,1,1,0,0.007936508
51,0,0,0,0
52,0,0,0,0
53,0,0,0,0
54,0,0,0,0
55,0,0,0,0
56,0,0,0,0
57,0,0,0,0
58,0,0,0,0
59,0,0,0,0
60,0,0,0,0
61,0,0,0,0
62,3,3,0,0.144764706
63,0,0,0,0
64,0,0,0,0
65,0,0,0,0
66,0,0,0,0
67,0,0,0,0
68,0,0,0,0
69,6,5,0.1666667,0.36544436
70,0,0,0,0
71,0,0,0,0
72,0,0,0,0
73,0,0,0,0
74,0,0,0,0
75,0,0,0,0
76,0,0,0,0
77,0,0,0,0
78,0,0,0,0
79,0,0,0,0
80,10,10,0.1,0.618415674
81,0,0,0,0
82,0,0,0,0
83,0,0,0,0
84,0,0,0,0
85,0,0,0,0
86,0,0,0,0
87,0,0,0,0
88,2,2,0,0.018012422
89,13,6,0,0.143460922
90,0,0,0,0
91,0,0,0,0
92,0,0,0,0
93,0,0,0,0
94,0,0,0,0
95,2,2,0,0.030204082
96,0,0,0,0
97,0,0,0,0
98,0,0,0,0
99,0,0,0,0
100,0,0,0,0
101,0,0,0,0
102,0,0,0,0
103,2,2,0,0.045352324
104,0,0,0,0
105,0,0,0,0
106,0,0,0,0
107,5,5,0,0.059385783
108,0,0,0,0
109,0,0,0,0
110,0,0,0,0
111,0,0,0,0
112,0,0,0,0
113,0,0,0,0
114,22,18,0.0454545,1.738896914
115,0,0,0,0
116,0,0,0,0
117,6,6,0,0.079069683
118,0,0,0,0
119,0,0,0,0
120,0,0,0,0
121,0,0,0,0
122,0,0,0,0
123,0,0,0,0
124,0,0,0,0
125,0,0,0,0
126,18,15,0,0.310809127
127,0,0,0,0
128,0,0,0,0
129,0,0,0,0
130,3,2,0,0.034054834
131,29,16,0.0689655,1.16737042
132,1,1,0,0.01369863
133,1,1,0,0.008
134,0,0,0,0
135,0,0,0,0
136,0,0,0,0
137,0,0,0,0
138,0,0,0,0
139,0,0,0,0
140,7,7,0,0.097873751
141,0,0,0,0
142,23,13,0.173913,0.499867792
143,0,0,0,0
144,5,5,0,0.058715581
145,0,0,0,0
146,0,0,0,0
147,0,0,0,0
148,0,0,0,0
149,0,0,0,0
150,12,12,0.0833333,0.421120647
151,0,0,0,0
152,0,0,0,0
153,9,7,0,0.339341504
154,0,0,0,0
155,7,7,0,0.083475436
156,0,0,0,0
157,0,0,0,0
158,0,0,0,0
159,0,0,0,0
160,0,0,0,0
161,1,1,0,0.00621118
162,0,0,0,0
163,0,0,0,0
164,0,0,0,0
165,1,1,0,0.007142857
166,15,13,0,0.696176136
167,0,0,0,0
168,0,0,0,0
169,1,1,0,0.05
170,1,1,0,0.00621118
171,0,0,0,0
172,4,4,0,0.135365281
173,9,7,0.1111111,0.149256704
174,0,0,0,0
175,3,3,0,0.024599542
176,0,0,0,0
177,0,0,0,0
178,5,5,0,0.039870567
179,0,0,0,0
180,11,10,0,0.14092331
181,5,5,0,0.047559059
182,1,1,0,0.007142857
183,1,1,0,0.008
184,0,0,0,0
185,0,0,0,0
186,0,0,0,0
187,0,0,0,0
188,6,6,0,0.067792219
189,11,9,0,0.155350394
190,0,0,0,0
191,0,0,0,0
192,0,0,0,0
193,0,0,0,0
194,0,0,0,0
195,7,7,0.1428571,0.122526028
196,2,2,0,0.025326537
197,0,0,0,0
198,0,0,0,0
199,5,5,0,0.048575275
200,0,0,0,0
201,0,0,0,0
202,0,0,0,0
203,0,0,0,0
204,2,1,0,0.023529412
205,0,0,0,0
206,0,0,0,0
207,0,0,0,0
208,0,0,0,0
209,0,0,0,0
210,7,7,0,0.058641331
211,0,0,0,0
212,4,4,0,0.037048153
213,8,8,0,0.095042464
214,13,13,0,0.53926354
215,1,1,0,0.007142857
216,0,0,0,0
217,0,0,0,0
218,0,0,0,0
219,0,0,0,0
220,0,0,0,0
221,4,3,0,0.040392998
222,1,1,0,0.090909091
223,0,0,0,0
224,0,0,0,0
225,0,0,0,0
226,0,0,0,0
227,0,0,0,0
228,0,0,0,0
229,6,5,0,0.074905569
230,0,0,0,0
231,0,0,0,0
232,6,6,0,0.123090321
233,0,0,0,0
234,0,0,0,0
235,0,0,0,0
236,0,0,0,0
237,0,0,0,0
238,1,1,0,0.00621118
239,0,0,0,0
240,11,11,0,0.135962049
241,0,0,0,0
242,0,0,0,0
243,0,0,0,0
244,0,0,0,0
245,0,0,0,0
246,0,0,0,0
247,0,0,0,0
248,0,0,0,0
249,1,1,0,0.007518797
250,0,0,0,0
251,16,13,0.125,0.374863749
252,2,2,0,0.033806818
253,0,0,0,0
254,0,0,0,0
255,0,0,0,0
256,0,0,0,0
257,8,6,0,0.081176001
258,0,0,0,0
259,0,0,0,0
260,0,0,0,0
261,0,0,0,0
262,0,0,0,0
263,1,1,0,0.010869565
264,0,0,0,0
265,0,0,0,0
266,0,0,0,0
267,0,0,0,0
268,0,0,0,0
269,0,0,0,0
270,2,2,0,0.02987013
271,0,0,0,0
272,5,5,0,0.141056478
273,0,0,0,0
274,0,0,0,0
275,0,0,0,0
276,0,0,0,0
277,21,14,0,0.360756659
278,6,6,0,0.066399082
279,0,0,0,0
280,0,0,0,0
281,0,0,0,0
282,0,0,0,0
283,0,0,0,0
284,0,0,0,0
285,0,0,0,0
286,0,0,0,0
287,1,1,0,0.015873016
288,0,0,0,0
289,0,0,0,0
290,0,0,0,0
291,1,1,0,0.066666667
292,0,0,0,0
293,4,4,0,0.130956625
294,0,0,0,0
295,0,0,0,0
296,0,0,0,0
297,0,0,0,0
298,0,0,0,0
299,3,3,0,0.038204082
300,0,0,0,0
301,0,0,0,0
302,18,12,0,0.215983408
303,0,0,0,0
304,0,0,0,0
305,0,0,0,0
306,1,1,0,0.007142857
307,0,0,0,0
308,0,0,0,0
309,0,0,0,0
310,0,0,0,0
311,10,10,0,0.156492536
312,5,3,0,0.049786491
313,0,0,0,0
314,0,0,0,0
315,0,0,0,0
316,0,0,0,0
317,0,0,0,0
318,0,0,0,0
319,0,0,0,0
320,0,0,0,0
321,0,0,0,0
322,0,0,0,0
323,0,0,0,0
324,0,0,0,0
325,0,0,0,0
326,1,1,0,0.00621118
327,0,0,0,0
328,0,0,0,0
329,8,7,0,0.110626129
330,0,0,0,0
331,0,0,0,0
332,0,0,0,0
333,0,0,0,0
334,0,0,0,0
335,0,0,0,0
336,0,0,0,0
337,0,0,0,0
338,0,0,0,0
339,0,0,0,0
340,0,0,0,0
341,0,0,0,0
342,0,0,0,0
343,8,8,0,0.109443613
344,0,0,0,0
345,0,0,0,0
346,0,0,0,0
347,0,0,0,0
348,16,16,0.0625,1.07488854
349,0,0,0,0
350,0,0,0,0
351,0,0,0,0
352,0,0,0,0
353,0,0,0,0
354,0,0,0,0
355,0,0,0,0
356,2,2,0,0.015455305
357,0,0,0,0
358,0,0,0,0
359,10,9,0,0.120331902
360,0,0,0,0
361,0,0,0,0
362,0,0,0,0
363,0,0,0,0
364,0,0,0,0
365,0,0,0,0
366,0,0,0,0
367,0,0,0,0
368,7,7,0,0.092667502
369,0,0,0,0
370,10,4,0,0.100360411
371,6,6,0,0.087667967
372,0,0,0,0
373,1,1,0,0.02
374,1,1,0,0.011627907
375,0,0,0,0
376,0,0,0,0
377,4,4,0,0.029666485
378,0,0,0,0
379,2,2,0,0.026181818
380,0,0,0,0
381,1,1,0,0.066666667
382,0,0,0,0
383,0,0,0,0
384,0,0,0,0
385,0,0,0,0
386,0,0,0,0
387,1,1,0,0.090909091
388,17,13,0,0.307451732
389,35,19,0.0285714,0.771089993
390,6,6,0,0.05910027
391,0,0,0,0
392,0,0,0,0
393,0,0,0,0
394,1,1,0,0.00621118
395,1,1,0,0.015873016
396,24,18,0.125,1.226962382
397,0,0,0,0
398,0,0,0,0
399,3,3,0,0.03459708
400,20,15,0,0.402856409
401,0,0,0,0
402,0,0,0,0
403,1,1,0,0.010204082
404,3,3,0,0.032705745
405,0,0,0,0
406,0,0,0,0
407,7,7,0,0.092223915
408,0,0,0,0
409,0,0,0,0
410,1,1,0,0.007518797
411,0,0,0,0
412,0,0,0,0
413,0,0,0,0
414,0,0,0,0
415,0,0,0,0
416,0,0,0,0
417,0,0,0,0
418,0,0,0,0
419,0,0,0,0
420,0,0,0,0
421,0,0,0,0
422,17,12,0,0.262477517
423,0,0,0,0
424,0,0,0,0
425,0,0,0,0
426,0,0,0,0
427,1,1,0,0.00621118
428,7,6,0,0.060965061
429,0,0,0,0
430,0,0,0,0
431,0,0,0,0
432,7,7,0,0.178450639
433,0,0,0,0
434,0,0,0,0
435,0,0,0,0
436,0,0,0,0
437,0,0,0,0
438,0,0,0,0
439,0,0,0,0
440,0,0,0,0
441,6,6,0,0.105529516
442,1,1,0,0.008
443,0,0,0,0
444,0,0,0,0
445,0,0,0,0
446,0,0,0,0
447,0,0,0,0
448,0,0,0,0
449,15,12,0,0.17294008
450,1,1,0,0.03030303
451,0,0,0,0
452,0,0,0,0
453,2,2,0,0.013729977
454,0,0,0,0
455,0,0,0,0
456,4,4,0,0.056215424
457,0,0,0,0
458,0,0,0,0
459,0,0,0,0
460,0,0,0,0
461,0,0,0,0
462,0,0,0,0
463,0,0,0,0
464,0,0,0,0
465,0,0,0,0
466,0,0,0,0
467,1,1,0,0.00621118
468,0,0,0,0
469,0,0,0,0
470,1,1,0,0.008
471,0,0,0,0
472,0,0,0,0
473,6,6,0,0.055580106
474,3,3,0,0.049867445
475,0,0,0,0
476,0,0,0,0
477,0,0,0,0
478,11,11,0,0.12829582
479,0,0,0,0
480,6,5,0,0.193840445
481,0,0,0,0
482,0,0,0,0
483,5,5,0,0.040437249
484,0,0,0,0
485,0,0,0,0
486,0,0,0,0
487,0,0,0,0
488,0,0,0,0
489,0,0,0,0
490,0,0,0,0
491,0,0,0,0
492,0,0,0,0
493,0,0,0,0
494,0,0,0,0
495,0,0,0,0
496,0,0,0,0
497,27,18,0.037037,0.975996794
498,0,0,0,0
499,2,2,0,0.01421118
500,0,0,0,0
501,0,0,0,0
502,0,0,0,0
503,0,0,0,0
504,0,0,0,0
505,0,0,0,0
506,1,1,0,0.010204082
507,0,0,0,0
508,0,0,0,0
509,0,0,0,0
510,0,0,0,0
511,0,0,0,0
512,0,0,0,0
513,0,0,0,0
514,1,1,0,0.007142857
515,0,0,0,0
516,2,2,0,0.02183618
517,0,0,0,0
518,2,2,0,0.015079365
519,10,10,0,0.180469217
520,4,4,0,0.039848303
521,2,2,0,0.018204082
522,0,0,0,0
523,1,1,0,0.015625
524,0,0,0,0
525,0,0,0,0
526,0,0,0,0
527,0,0,0,0
528,0,0,0,0
529,2,2,0,0.258
530,0,0,0,0
531,1,1,0,0.007518797
532,3,3,0,0.066110666
533,13,12,0.1538462,0.310831754
534,0,0,0,0
535,0,0,0,0
536,0,0,0,0
537,0,0,0,0
538,0,0,0,0
539,0,0,0,0
540,3,3,0,0.021290545
541,0,0,0,0
542,1,1,0,0.007936508
543,0,0,0,0
544,0,0,0,0
545,0,0,0,0
546,0,0,0,0
547,5,5,0.2,0.11869136
548,0,0,0,0
549,3,3,0,0.09847619
550,0,0,0,0
551,0,0,0,0
552,0,0,0,0
553,3,3,0,0.025118743
554,0,0,0,0
555,0,0,0,0
556,8,6,0,0.085666429
557,0,0,0,0
558,0,0,0,0
559,0,0,0,0
560,98,18,0.0612245,2.035380996
561,16,10,0,0.203468811
562,0,0,0,0
563,0,0,0,0
564,0,0,0,0
565,1,1,0,0.007936508
566,0,0,0,0
567,0,0,0,0
568,0,0,0,0
569,10,10,0,0.11577144
570,9,9,0,0.095732717
571,37,18,0.027027,0.641438062
572,1,1,0,0.010869565
573,0,0,0,0
574,0,0,0,0
575,0,0,0,0
576,0,0,0,0
577,0,0,0,0
578,0,0,0,0
579,0,0,0,0
580,0,0,0,0
581,0,0,0,0
582,0,0,0,0
583,4,4,0,0.0442341
584,5,5,0,0.087057939
585,0,0,0,0
586,1,1,0,0.007518797
587,0,0,0,0
588,0,0,0,0
589,0,0,0,0
590,0,0,0,0
591,0,0,0,0
592,0,0,0,0
593,0,0,0,0
594,0,0,0,0
595,0,0,0,0
596,0,0,0,0
597,0,0,0,0
598,1,1,0,0.00621118
599,1,1,0,0.015625
600,1,1,0,0.055555556
601,0,0,0,0
602,0,0,0,0
603,0,0,0,0
604,0,0,0,0
605,0,0,0,0
606,1,1,0,0.007518797
607,0,0,0,0
608,0,0,0,0
609,13,12,0.0769231,0.725815677
610,28,13,0,0.419390369
611,0,0,0,0
612,0,0,0,0
613,0,0,0,0
614,0,0,0,0
615,0,0,0,0
616,5,5,0,0.067401211
617,0,0,0,0
618,0,0,0,0
619,0,0,0,0
620,0,0,0,0
621,0,0,0,0
622,0,0,0,0
623,0,0,0,0
624,0,0,0,0
625,0,0,0,0
626,0,0,0,0
627,0,0,0,0
628,0,0,0,0
629,47,19,0.0212766,1.421732485
630,10,7,0,0.133079724
631,0,0,0,0
632,0,0,0,0
633,6,6,0,0.068151365
634,0,0,0,0
635,0,0,0,0
636,16,16,0,0.272487723
637,0,0,0,0
638,0,0,0,0
639,0,0,0,0
640,0,0,0,0
641,17,14,0,0.461066224
642,0,0,0,0
643,0,0,0,0
644,0,0,0,0
645,0,0,0,0
646,0,0,0,0
647,0,0,0,0
648,0,0,0,0
649,0,0,0,0
650,0,0,0,0
651,10,7,0.1,0.183177421
652,0,0,0,0
653,0,0,0,0
654,0,0,0,0
655,1,1,0,0.007518797
656,0,0,0,0
657,9,8,0.1111111,0.610205509
658,0,0,0,0
659,0,0,0,0
660,1,1,0,0.01369863
661,0,0,0,0
662,0,0,0,0
663,2,2,0,0.015936508
664,0,0,0,0
665,11,9,0,0.115779326
666,0,0,0,0
667,0,0,0,0
668,0,0,0,0
669,0,0,0,0
670,0,0,0,0
671,0,0,0,0
672,0,0,0,0
673,11,11,0,0.313240415
674,1,1,0,0.011627907
675,0,0,0,0
676,4,4,0,0.047146704
677,0,0,0,0
678,0,0,0,0
679,0,0,0,0
680,10,9,0,0.148991987
681,0,0,0,0
682,0,0,0,0
683,0,0,0,0
684,0,0,0,0
685,0,0,0,0
686,1,1,0,0.007142857
687,0,0,0,0
688,0,0,0,0
689,59,18,0.0338983,1.508424188
690,0,0,0,0
691,0,0,0,0
692,0,0,0,0
693,0,0,0,0
694,0,0,0,0
695,0,0,0,0
696,0,0,0,0
697,1,1,0,0.00621118
698,0,0,0,0
699,0,0,0,0
700,0,0,0,0
701,0,0,0,0
702,6,5,0,0.158305748
703,0,0,0,0
704,0,0,0,0
705,0,0,0,0
706,42,23,0.047619,2.440414934
707,0,0,0,0
708,0,0,0,0
709,3,3,0,0.030016269
710,9,7,0,0.107656621
711,0,0,0,0
712,1,1,0,0.007936508
713,0,0,0,0
714,0,0,0,0
715,0,0,0,0
716,2,2,0,0.020841487
717,0,0,0,0
718,0,0,0,0
719,0,0,0,0
720,0,0,0,0
721,1,1,0,0.011764706
722,0,0,0,0
723,0,0,0,0
724,7,6,0,0.122071124
725,0,0,0,0
726,1,1,0,0.05
727,0,0,0,0
728,0,0,0,0
729,0,0,0,0
730,0,0,0,0
731,0,0,0,0
732,0,0,0,0
733,0,0,0,0
734,5,5,0,0.039013424
735,0,0,0,0
736,0,0,0,0
737,0,0,0,0
738,0,0,0,0
739,0,0,0,0
740,0,0,0,0
741,3,3,0,0.028845451
742,0,0,0,0
743,0,0,0,0
744,0,0,0,0
745,3,3,0,0.027284827
746,0,0,0,0
747,0,0,0,0
748,0,0,0,0
749,0,0,0,0
750,0,0,0,0
751,1,1,0,0.007936508
752,0,0,0,0
753,19,19,0.0526316,1.479785793
754,10,10,0,0.10263549
755,0,0,0,0
756,19,12,0.2631579,0.937492205
757,0,0,0,0
758,1,1,0,0.00621118
759,0,0,0,0
760,2,2,0,0.060150376
761,0,0,0,0
762,0,0,0,0
763,0,0,0,0
764,0,0,0,0
765,5,5,0,0.048502254
766,10,10,0.1,0.257210871
767,0,0,0,0
768,0,0,0,0
769,3,3,0,0.033263045
770,7,6,0,0.081390565
771,1,1,0,0.02
772,0,0,0,0
773,3,3,0,0.032606193
774,0,0,0,0
775,1,1,0,0.015873016
776,0,0,0,0
777,8,8,0,0.098484762
778,22,13,0.2272727,0.51251275
779,0,0,0,0
780,1,1,0,0.018181818
781,15,9,0.2666667,0.553606749
782,36,23,0.0277778,2.975781594
783,0,0,0,0
784,0,0,0,0
785,0,0,0,0
786,0,0,0,0
787,2,2,0,0.018388362
788,0,0,0,0
789,0,0,0,0
790,0,0,0,0
791,0,0,0,0
792,1,1,0,0.2
793,0,0,0,0
794,0,0,0,0
795,14,9,0,0.514983635
796,6,4,0,0.052547162
797,0,0,0,0
798,2,2,0,0.063074353
799,11,7,0,0.121965855
800,2,2,0,0.028938453
801,0,0,0,0
802,0,0,0,0
803,2,2,0,0.023015873
804,0,0,0,0
805,6,5,0,0.062068637
806,3,3,0,0.030570779
807,0,0,0,0
808,0,0,0,0
809,0,0,0,0
810,0,0,0,0
811,0,0,0,0
812,1,1,0,0.03030303
813,2,2,0,0.258
814,0,0,0,0
815,0,0,0,0
816,0,0,0,0
817,0,0,0,0
818,0,0,0,0
819,0,0,0,0
820,7,5,0,0.058199488
821,4,4,0,0.029666485
822,0,0,0,0
823,0,0,0,0
824,0,0,0,0
825,0,0,0,0
826,0,0,0,0
827,0,0,0,0
828,0,0,0,0
829,0,0,0,0
830,0,0,0,0
831,0,0,0,0
832,30,16,0.0666667,0.714492636
833,0,0,0,0
834,0,0,0,0
835,0,0,0,0
836,0,0,0,0
837,0,0,0,0
838,0,0,0,0
839,1,1,0,0.052631579
840,0,0,0,0
841,0,0,0,0
842,0,0,0,0
843,0,0,0,0
844,2,2,0,0.033986928
845,30,13,0,0.515037537
846,0,0,0,0
847,0,0,0,0
848,0,0,0,0
849,0,0,0,0
850,14,8,0,0.54995057
851,0,0,0,0
852,0,0,0,0
853,0,0,0,0
854,1,1,0,0.007142857
855,0,0,0,0
856,0,0,0,0
857,34,22,0.0588235,0.888276744
858,0,0,0,0
859,0,0,0,0
860,0,0,0,0
861,0,0,0,0
862,0,0,0,0
863,2,2,0,0.029946524
864,0,0,0,0
865,1,1,0,0.008
866,2,2,0,0.016415262
867,6,5,0,0.131504486
868,0,0,0,0
869,0,0,0,0
870,3,3,0,0.140049564
871,0,0,0,0
872,0,0,0,0
873,0,0,0,0
874,0,0,0,0
875,0,0,0,0
876,0,0,0,0
877,6,5,0,2.043467127
878,1,1,0,0.007142857
879,0,0,0,0
880,0,0,0,0
881,0,0,0,0
882,0,0,0,0
883,0,0,0,0
884,1,1,0,0.05
885,0,0,0,0
886,0,0,0,0
887,0,0,0,0
888,0,0,0,0
889,0,0,0,0
890,0,0,0,0
891,0,0,0,0
892,0,0,0,0
893,0,0,0,0
894,0,0,0,0
895,0,0,0,0
896,1,1,0,0.010204082
897,0,0,0,0
898,2,2,0,0.027936508
899,0,0,0,0
900,0,0,0,0
901,0,0,0,0
902,15,15,0,0.230222993
903,0,0,0,0
904,1,1,0,0.02
905,1,1,0,0.015873016
906,1,1,0,0.007142857
907,0,0,0,0
908,0,0,0,0
909,1,1,0,0.011627907
910,0,0,0,0
911,10,8,0,0.163712017
912,0,0,0,0
913,1,1,0,0.007142857
914,0,0,0,0
915,0,0,0,0
916,0,0,0,0
917,0,0,0,0
918,0,0,0,0
919,2,2,0,0.020496894
920,0,0,0,0
921,0,0,0,0
922,0,0,0,0
923,0,0,0,0
924,5,3,0,0.035459954
925,0,0,0,0
926,5,5,0,0.067505669
927,0,0,0,0
928,0,0,0,0
929,8,8,0,0.079443613
930,0,0,0,0
931,0,0,0,0
932,0,0,0,0
933,0,0,0,0
934,0,0,0,0
935,32,23,0.09375,1.916902962
936,0,0,0,0
937,0,0,0,0
938,6,5,0.1666667,0.512021475
939,13,7,0,0.429650073
940,0,0,0,0
941,0,0,0,0
942,0,0,0,0
943,4,4,0,0.152701214
944,0,0,0,0
945,13,11,0,0.293444063
946,0,0,0,0
947,0,0,0,0
948,0,0,0,0
949,4,4,0,0.054852074
950,0,0,0,0
951,0,0,0,0
952,0,0,0,0
953,0,0,0,0
954,5,4,0,0.091473744
955,49,14,0,0.941508483
956,0,0,0,0
957,0,0,0,0
958,3,3,0,0.039945101
959,0,0,0,0
960,0,0,0,0
961,0,0,0,0
962,1,1,0,0.011627907
963,0,0,0,0
964,1,1,0,0.008
965,0,0,0,0
966,0,0,0,0
967,14,9,0,0.171188198
968,4,4,0,0.035952199
969,0,0,0,0
970,10,10,0,0.107742933
971,63,21,0.0793651,3.825641829
972,0,0,0,0
973,1,1,0,0.008
974,10,9,0,0.102002297
975,0,0,0,0
976,0,0,0,0
977,0,0,0,0
978,0,0,0,0
979,0,0,0,0
980,0,0,0,0
981,0,0,0,0
982,1,1,0,0.007142857
983,0,0,0,0
984,0,0,0,0
985,0,0,0,0
986,0,0,0,0
987,0,0,0,0
988,18,13,0,0.21075829
989,1,1,0,0.03030303
990,0,0,0,0
991,0,0,0,0
992,31,19,0.0322581,0.614148483
993,2,2,0,0.110869565
994,0,0,0,0
995,5,5,0,0.046054267
996,0,0,0,0
997,0,0,0,0
998,6,5,0,0.080448269
999,5,4,0.4,0.230257815
1000,1,1,0,0.007518797
1001,0,0,0,0
1002,0,0,0,0
1003,0,0,0,0
1004,3,3,0,0.030767857
1005,0,0,0,0
1006,7,7,0,0.123105429
1007,0,0,0,0
1008,0,0,0,0
1009,0,0,0,0
1010,0,0,0,0
1011,1,1,0,0.011764706
1012,0,0,0,0
1013,0,0,0,0
1014,0,0,0,0
1015,1,1,0,0.007518797
1016,0,0,0,0
1017,0,0,0,0
1018,0,0,0,0
1019,0,0,0,0
1020,0,0,0,0
1021,1,1,0,0.011627907
1022,0,0,0,0
1023,0,0,0,0
1024,0,0,0,0
1025,0,0,0,0
1026,0,0,0,0
1027,0,0,0,0
1028,0,0,0,0
1029,0,0,0,0
1030,2,2,0,0.017080745
1031,0,0,0,0
1032,2,2,0,0.02621118
1033,0,0,0,0
1034,0,0,0,0
1035,0,0,0,0
1036,2,2,0,0.015142857
1037,0,0,0,0
1038,0,0,0,0
1039,0,0,0,0
1040,7,7,0.1428571,0.202047153
1041,0,0,0,0
1042,5,3,0,0.269941157
1043,0,0,0,0
1044,3,3,0,0.028179968
1045,0,0,0,0
1046,0,0,0,0
1047,9,8,0,0.124624468
1048,16,13,0.0625,0.238737925
1049,2,2,0,0.027984344
1050,3,3,0,0.040017998
1051,108,20,0.0277778,3.616788955
1052,0,0,0,0
1053,1,1,0,0.007518797
1054,0,0,0,0
1055,0,0,0,0
1056,0,0,0,0
1057,3,3,0,0.048212736
1058,0,0,0,0
1059,0,0,0,0
1060,0,0,0,0
1061,0,0,0,0
1062,0,0,0,0
1063,0,0,0,0
1064,0,0,0,0
1065,0,0,0,0
1066,0,0,0,0
1067,0,0,0,0
1068,0,0,0,0
1069,20,18,0.05,0.858704158
1070,0,0,0,0
1071,0,0,0,0
1072,1,1,1,0.333333333
1073,1,1,0,0.011627907
1074,0,0,0,0
1075,0,0,0,0
1076,0,0,0,0
1077,0,0,0,0
1078,0,0,0,0
1079,0,0,0,0
1080,0,0,0,0
1081,0,0,0,0
1082,11,11,0,0.117614165
1083,0,0,0,0
1084,0,0,0,0
1085,0,0,0,0
1086,0,0,0,0
1087,2,2,0,0.019701214
1088,2,2,0,0.029946524
1089,0,0,0,0
1090,0,0,0,0
1091,0,0,0,0
1092,0,0,0,0
1093,0,0,0,0
1094,7,7,0,0.115344756
1095,1,1,0,0.25
1096,0,0,0,0
1097,0,0,0,0
1098,0,0,0,0
1099,0,0,0,0
1100,1,1,0,0.015625
1101,0,0,0,0
1102,0,0,0,0
1103,0,0,0,0
1104,0,0,0,0
1105,0,0,0,0
1106,0,0,0,0
1107,1,1,0,0.015625
1108,0,0,0,0
1109,0,0,0,0
1110,14,13,0.0714286,0.764639334
1111,5,4,0,0.051952199
1112,6,4,0,0.050127365
1113,2,2,0,0.033806818
1114,3,3,0,0.035920852
1115,1,1,0,0.034482759
1116,0,0,0,0
1117,0,0,0,0
1118,0,0,0,0
1119,12,12,0,0.258706245
1120,18,11,0,0.301657673
1121,0,0,0,0
1122,0,0,0,0
1123,0,0,0,0
1124,14,11,0,0.191453589
1125,9,9,0,0.13439702
1126,2,2,0,0.074603175
1127,0,0,0,0
1128,12,9,0,0.182332303
1129,8,8,0.125,0.198516491
1130,0,0,0,0
1131,0,0,0,0
1132,0,0,0,0
1133,0,0,0,0
1134,4,3,0,0.04162559
1135,0,0,0,0
1136,3,3,0,0.041498037
1137,0,0,0,0
1138,0,0,0,0
1139,0,0,0,0
1140,0,0,0,0
1141,0,0,0,0
1142,0,0,0,0
1143,2,2,0,0.03369863
1144,5,4,0,0.044873774
1145,0,0,0,0
1146,0,0,0,0
1147,0,0,0,0
1148,0,0,0,0
1149,0,0,0,0
1150,0,0,0,0
1151,1,1,0,0.00621118
1152,0,0,0,0
1153,0,0,0,0
1154,0,0,0,0
1155,0,0,0,0
1156,0,0,0,0
1157,0,0,0,0
1158,1,1,0,0.007518797
1159,0,0,0,0
1160,0,0,0,0
1161,1,1,0,0.055555556
1162,0,0,0,0
1163,0,0,0,0
1164,0,0,0,0
1165,0,0,0,0
1166,0,0,0,0
1167,0,0,0,0
1168,0,0,0,0
1169,1,1,0,0.02
1170,0,0,0,0
1171,0,0,0,0
1172,0,0,0,0
1173,1,1,0,0.007518797
1174,16,11,0.125,0.276966922
1175,0,0,0,0
1176,0,0,0,0
1177,0,0,0,0
1178,0,0,0,0
1179,0,0,0,0
1180,0,0,0,0
1181,1,1,0,0.00621118
1182,0,0,0,0
1183,0,0,0,0
1184,7,7,0.1428571,0.309861324
1185,0,0,0,0
1186,0,0,0,0
1187,0,0,0,0
1188,1,1,0,0.00621118
1189,0,0,0,0
1190,0,0,0,0
1191,0,0,0,0
1192,0,0,0,0
1193,0,0,0,0
1194,5,5,0,0.05263754
1195,0,0,0,0
1196,0,0,0,0
1197,0,0,0,0
1198,0,0,0,0
1199,0,0,0,0
1200,1,1,0,0.011764706
1201,9,9,0,0.091282833
1202,0,0,0,0
1203,0,0,0,0
1204,0,0,0,0
1205,0,0,0,0
1206,1,1,0,0.011627907
1207,0,0,0,0
1208,0,0,0,0
1209,0,0,0,0
1210,0,0,0,0
1211,0,0,0,0
1212,0,0,0,0
1213,0,0,0,0
1214,0,0,0,0
1215,0,0,0,0
1216,0,0,0,0
1217,0,0,0,0
1218,0,0,0,0
1219,0,0,0,0
1220,0,0,0,0
1221,0,0,0,0
1222,0,0,0,0
1223,0,0,0,0
1224,0,0,0,0
